age,job,marital,education,default,housing,loan,contact,campaign,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
34,blue-collar,divorced,professional.course,no,no,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.855,5191,0
35,blue-collar,married,high.school,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
34,services,single,professional.course,unknown,yes,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
50,entrepreneur,married,basic.9y,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
43,admin.,married,high.school,no,yes,no,telephone,2,failure,-1.8,92.893,-46.2,1.281,5099.1,0
27,blue-collar,married,basic.9y,no,no,yes,cellular,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
47,blue-collar,married,unknown,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,1
31,blue-collar,married,basic.6y,no,no,yes,telephone,2,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
56,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
24,student,single,basic.9y,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
48,admin.,married,high.school,no,yes,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
55,technician,married,professional.course,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
53,management,divorced,university.degree,no,no,no,cellular,2,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,0
34,technician,single,university.degree,no,no,yes,telephone,1,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
34,blue-collar,married,basic.9y,no,yes,yes,telephone,4,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
54,blue-collar,married,high.school,no,yes,yes,cellular,1,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
34,services,married,professional.course,no,yes,no,cellular,5,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
29,admin.,single,university.degree,no,no,no,cellular,6,failure,-1.8,92.893,-46.2,1.344,5099.1,0
32,technician,married,high.school,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
42,entrepreneur,married,professional.course,no,yes,no,telephone,5,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
32,technician,married,professional.course,no,no,no,cellular,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
53,admin.,married,university.degree,unknown,no,no,cellular,11,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
37,blue-collar,divorced,basic.4y,no,no,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.858,5191,0
58,retired,married,professional.course,no,no,no,cellular,1,failure,-0.1,93.2,-42,4.021,5195.8,0
49,blue-collar,married,basic.9y,unknown,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
56,management,married,university.degree,unknown,yes,yes,cellular,1,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
35,blue-collar,married,basic.6y,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
31,blue-collar,married,basic.4y,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.855,5191,0
50,technician,single,university.degree,no,yes,no,cellular,4,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
33,blue-collar,married,basic.6y,no,yes,yes,cellular,2,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1
54,entrepreneur,married,basic.4y,no,yes,no,cellular,2,failure,-0.1,93.2,-42,4.153,5195.8,0
37,services,single,professional.course,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
29,admin.,single,university.degree,no,no,no,cellular,1,failure,-1.8,93.075,-47.1,1.498,5099.1,0
34,technician,married,university.degree,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
36,blue-collar,married,basic.9y,unknown,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
52,blue-collar,married,basic.4y,no,yes,no,cellular,6,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
54,technician,married,professional.course,unknown,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
37,admin.,married,university.degree,no,yes,no,telephone,4,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,0
30,management,single,university.degree,no,no,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
44,services,married,high.school,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
30,management,single,university.degree,no,no,yes,telephone,5,nonexistent,1.1,93.994,-36.4,4.857,5191,1
49,blue-collar,married,basic.4y,unknown,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
36,blue-collar,married,basic.4y,no,unknown,unknown,cellular,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
38,admin.,married,high.school,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,services,single,high.school,no,yes,no,cellular,5,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
41,technician,married,professional.course,no,unknown,unknown,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
36,technician,married,university.degree,no,no,no,telephone,14,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,admin.,single,high.school,no,no,no,cellular,2,success,-1.8,93.369,-34.8,0.655,5008.7,1
32,blue-collar,married,basic.9y,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
43,admin.,married,university.degree,unknown,yes,no,telephone,10,nonexistent,1.1,93.994,-36.4,4.86,5191,0
43,admin.,married,university.degree,no,yes,yes,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
45,admin.,divorced,high.school,no,no,yes,cellular,1,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
37,unemployed,married,professional.course,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.864,5191,1
49,entrepreneur,married,university.degree,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,1
44,services,married,high.school,no,no,no,telephone,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
31,blue-collar,married,basic.9y,no,no,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
54,self-employed,married,high.school,no,no,no,cellular,4,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
46,technician,married,basic.9y,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.859,5191,0
48,blue-collar,married,basic.9y,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
46,housemaid,married,basic.4y,no,yes,no,telephone,2,nonexistent,1.4,93.918,-42.7,4.956,5228.1,0
37,technician,married,high.school,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
29,admin.,single,university.degree,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.859,5191,0
54,retired,married,high.school,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,technician,single,professional.course,no,yes,no,cellular,4,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
57,technician,divorced,basic.9y,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
60,self-employed,married,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39,blue-collar,married,basic.9y,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
32,management,single,university.degree,no,yes,yes,cellular,1,nonexistent,-1.8,92.843,-50,1.687,5099.1,0
51,admin.,married,high.school,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
42,technician,married,professional.course,no,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,technician,single,professional.course,no,no,no,telephone,1,nonexistent,-1.7,94.055,-39.8,0.713,4991.6,0
48,admin.,married,university.degree,unknown,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.859,5191,0
41,blue-collar,married,basic.9y,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
36,technician,divorced,professional.course,no,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
42,admin.,married,university.degree,no,yes,yes,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
36,blue-collar,single,basic.9y,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.86,5191,0
34,admin.,married,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
23,student,single,high.school,no,no,yes,cellular,2,success,-1.1,94.199,-37.5,0.878,4963.6,1
34,services,married,high.school,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
41,blue-collar,married,basic.9y,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1
50,admin.,divorced,high.school,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
31,technician,single,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
32,blue-collar,married,basic.4y,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,admin.,married,high.school,no,no,yes,cellular,3,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,0
56,management,married,university.degree,no,no,no,cellular,5,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
33,blue-collar,married,basic.6y,unknown,no,no,telephone,5,nonexistent,1.1,93.994,-36.4,4.858,5191,0
47,technician,married,professional.course,no,yes,no,telephone,6,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
38,management,married,unknown,no,no,no,cellular,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
52,admin.,single,university.degree,no,no,yes,cellular,1,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0
47,blue-collar,married,high.school,unknown,yes,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
32,technician,married,university.degree,no,no,no,cellular,1,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
42,management,married,university.degree,no,no,no,cellular,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
27,blue-collar,single,basic.9y,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
27,technician,single,professional.course,no,no,no,telephone,2,failure,-1.8,92.893,-46.2,1.281,5099.1,0
46,admin.,married,university.degree,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
60,blue-collar,married,unknown,unknown,yes,no,cellular,5,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
38,admin.,divorced,professional.course,no,no,no,cellular,2,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,0
55,housemaid,divorced,unknown,unknown,yes,no,cellular,5,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
38,admin.,married,university.degree,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
50,self-employed,married,basic.9y,unknown,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
47,technician,married,professional.course,no,no,no,telephone,2,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,0
74,retired,divorced,basic.4y,no,yes,no,cellular,2,nonexistent,-1.1,94.601,-49.5,1,4963.6,0
39,housemaid,divorced,basic.9y,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1
36,entrepreneur,single,university.degree,no,no,no,cellular,2,nonexistent,-0.1,93.2,-42,4.12,5195.8,1
50,entrepreneur,married,basic.9y,no,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.855,5191,0
51,technician,married,basic.9y,no,yes,no,telephone,6,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,admin.,single,university.degree,no,no,no,telephone,1,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,0
35,management,married,university.degree,no,yes,yes,cellular,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
42,self-employed,married,university.degree,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
41,services,single,high.school,no,no,no,cellular,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
36,admin.,married,university.degree,unknown,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
40,entrepreneur,married,high.school,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
44,housemaid,married,basic.4y,unknown,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
55,blue-collar,married,basic.4y,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
42,retired,married,basic.9y,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
29,services,single,professional.course,no,yes,yes,cellular,3,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
32,technician,single,high.school,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
34,technician,married,professional.course,unknown,no,no,telephone,2,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
34,admin.,single,university.degree,no,yes,no,cellular,4,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
29,technician,single,university.degree,no,no,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26,management,single,university.degree,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
46,blue-collar,married,basic.9y,unknown,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.858,5191,0
28,student,single,high.school,no,yes,no,cellular,1,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0
54,housemaid,married,university.degree,no,no,no,cellular,3,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0
25,services,single,unknown,no,yes,yes,telephone,3,nonexistent,1.1,93.994,-36.4,4.86,5191,0
44,blue-collar,married,basic.6y,unknown,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.859,5191,0
39,blue-collar,married,high.school,no,yes,no,cellular,4,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
50,management,single,university.degree,no,no,no,telephone,6,nonexistent,1.1,93.994,-36.4,4.859,5191,0
27,technician,divorced,professional.course,no,yes,no,cellular,5,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
55,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
26,entrepreneur,single,high.school,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
54,retired,married,basic.4y,no,no,no,cellular,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1
38,admin.,divorced,high.school,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.858,5191,0
43,entrepreneur,married,university.degree,no,no,no,cellular,1,success,-1.1,94.199,-37.5,0.882,4963.6,1
26,blue-collar,married,basic.9y,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1
37,admin.,married,university.degree,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
37,admin.,married,high.school,no,yes,no,cellular,1,failure,-1.1,94.199,-37.5,0.878,4963.6,0
48,management,married,university.degree,no,yes,yes,telephone,7,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
78,retired,married,basic.4y,no,yes,yes,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
39,blue-collar,divorced,basic.6y,unknown,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
52,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,7,failure,-1.8,92.893,-46.2,1.266,5099.1,0
39,services,married,basic.9y,no,no,yes,cellular,2,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
57,admin.,divorced,unknown,unknown,no,no,telephone,19,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
35,technician,single,professional.course,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
36,management,married,university.degree,no,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.86,5191,0
30,admin.,divorced,university.degree,no,no,no,cellular,7,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
51,services,married,unknown,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,housemaid,married,basic.4y,unknown,yes,no,telephone,10,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
54,services,married,basic.4y,unknown,yes,no,telephone,7,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,student,single,professional.course,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
44,blue-collar,married,basic.9y,no,yes,no,telephone,2,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
34,blue-collar,single,basic.9y,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,technician,married,high.school,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.859,5191,0
32,admin.,married,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
52,housemaid,single,university.degree,no,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
41,admin.,divorced,high.school,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
27,admin.,single,professional.course,no,yes,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
33,technician,married,professional.course,no,no,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
33,technician,single,high.school,no,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
57,entrepreneur,single,university.degree,no,yes,yes,cellular,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
67,retired,married,professional.course,no,yes,yes,cellular,1,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0
41,admin.,single,university.degree,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
39,management,single,basic.9y,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
52,entrepreneur,married,university.degree,no,yes,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
29,admin.,single,basic.9y,unknown,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.858,5191,0
35,blue-collar,married,unknown,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
31,management,married,university.degree,no,yes,no,cellular,6,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
44,admin.,married,unknown,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,unemployed,married,basic.6y,unknown,no,no,cellular,5,failure,-1.8,93.075,-47.1,1.405,5099.1,0
42,management,married,university.degree,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
56,admin.,married,university.degree,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
45,unknown,married,unknown,no,no,no,telephone,4,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
49,technician,married,professional.course,unknown,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
50,services,married,basic.6y,no,yes,no,telephone,4,nonexistent,1.1,93.994,-36.4,4.858,5191,0
58,housemaid,married,university.degree,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
54,technician,married,high.school,no,yes,no,cellular,5,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29,services,single,high.school,no,no,no,cellular,2,success,-2.9,92.963,-40.8,1.26,5076.2,1
45,entrepreneur,married,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
22,management,single,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0
33,admin.,married,university.degree,no,yes,no,cellular,2,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,1
46,technician,divorced,professional.course,unknown,no,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
26,admin.,single,high.school,no,yes,yes,telephone,3,nonexistent,1.1,93.994,-36.4,4.857,5191,0
36,blue-collar,married,basic.6y,no,yes,no,cellular,5,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
30,admin.,married,university.degree,no,no,no,cellular,3,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,1
46,admin.,married,high.school,unknown,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
27,technician,single,professional.course,no,yes,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
31,technician,married,university.degree,no,yes,yes,cellular,2,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
42,blue-collar,divorced,high.school,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
32,admin.,married,university.degree,no,yes,no,cellular,3,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
48,blue-collar,married,professional.course,no,no,no,telephone,1,nonexistent,-1.7,94.215,-40.3,0.899,4991.6,1
56,technician,married,unknown,unknown,yes,no,cellular,4,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
45,technician,single,university.degree,no,yes,no,cellular,1,failure,-0.1,93.2,-42,4.021,5195.8,0
53,self-employed,married,basic.4y,no,yes,yes,cellular,2,failure,-0.1,93.2,-42,4.153,5195.8,0
47,blue-collar,married,basic.9y,no,no,no,cellular,11,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
